datetime,stock,date,mid,bid,ask,trade_price,size,side,spread,dollar_volume
2024-01-15 09:53:25.060045,AAPL,2024-01-15,185.984,185.9788,185.9891,185.9788,306,-1,0.0103,56909.52
2024-01-15 09:53:26.060088,AAPL,2024-01-15,185.9564,185.9513,185.9616,185.9616,471,1,0.0103,87587.9
2024-01-15 09:53:27.060130,AAPL,2024-01-15,185.9855,185.9804,185.9906,185.9804,401,-1,0.0103,74578.12
2024-01-15 09:53:28.060173,AAPL,2024-01-15,185.9792,185.9741,185.9844,185.9844,203,1,0.0103,37754.83
2024-01-15 09:53:29.060216,AAPL,2024-01-15,185.9744,185.9693,185.9795,185.9693,662,-1,0.0103,123111.65
2024-01-15 09:53:30.060258,AAPL,2024-01-15,186.0001,185.995,186.0052,186.0052,520,1,0.0103,96722.71
2024-01-15 09:53:31.060301,AAPL,2024-01-15,186.0108,186.0057,186.016,186.016,1410,1,0.0103,262282.52
2024-01-15 09:53:32.060344,AAPL,2024-01-15,186.0197,186.0145,186.0248,186.0248,130,1,0.0103,24183.22
2024-01-15 09:53:33.060387,AAPL,2024-01-15,186.0615,186.0564,186.0666,186.0564,456,-1,0.0103,84841.71
2024-01-15 09:53:34.060429,AAPL,2024-01-15,186.0491,186.0439,186.0542,186.0439,654,-1,0.0103,121672.74
2024-01-15 09:53:35.060472,AAPL,2024-01-15,186.067,186.0619,186.0721,186.0721,581,1,0.0103,108107.91
2024-01-15 09:53:36.060515,AAPL,2024-01-15,186.0681,186.063,186.0732,186.063,212,-1,0.0103,39445.35
2024-01-15 09:53:37.060558,AAPL,2024-01-15,186.0733,186.0682,186.0784,186.0682,130,-1,0.0103,24188.86
2024-01-15 09:53:38.060600,AAPL,2024-01-15,186.1028,186.0977,186.108,186.0977,892,-1,0.0103,165999.15
2024-01-15 09:53:39.060643,AAPL,2024-01-15,186.1126,186.1075,186.1178,186.1178,177,1,0.0103,32942.84
2024-01-15 09:53:40.060686,AAPL,2024-01-15,186.123,186.1179,186.1282,186.1179,204,-1,0.0103,37968.05
2024-01-15 09:53:41.060729,AAPL,2024-01-15,186.1437,186.1386,186.1489,186.1386,1359,-1,0.0103,252962.38
2024-01-15 09:53:42.060771,AAPL,2024-01-15,186.1367,186.1316,186.1418,186.1418,130,1,0.0103,24198.44
2024-01-15 09:53:43.060814,AAPL,2024-01-15,186.1205,186.1154,186.1256,186.1154,501,-1,0.0103,93243.8
2024-01-15 09:53:44.060857,AAPL,2024-01-15,186.1003,186.0952,186.1055,186.1055,141,1,0.0103,26240.87
2024-01-15 09:53:45.060900,AAPL,2024-01-15,186.0624,186.0572,186.0675,186.0572,139,-1,0.0103,25861.96
2024-01-15 09:53:46.060942,AAPL,2024-01-15,186.1021,186.0969,186.1072,186.0969,296,-1,0.0103,55084.69
2024-01-15 09:53:47.060985,AAPL,2024-01-15,186.0808,186.0756,186.0859,186.0859,446,1,0.0103,82994.31
2024-01-15 09:53:48.061028,AAPL,2024-01-15,186.0765,186.0714,186.0816,186.0816,555,1,0.0103,103275.3
2024-01-15 09:53:49.061070,AAPL,2024-01-15,186.0712,186.066,186.0763,186.0763,618,1,0.0103,114995.15
2024-01-15 09:53:50.061113,AAPL,2024-01-15,186.0771,186.072,186.0822,186.0822,147,1,0.0103,27354.09
2024-01-15 09:53:51.061156,AAPL,2024-01-15,186.0928,186.0877,186.0979,186.0877,130,-1,0.0103,24191.4
2024-01-15 09:53:52.061199,AAPL,2024-01-15,186.1094,186.1043,186.1145,186.1043,197,-1,0.0103,36662.54
2024-01-15 09:53:53.061241,AAPL,2024-01-15,186.0982,186.093,186.1033,186.1033,343,1,0.0103,63833.43
2024-01-15 09:53:54.061284,AAPL,2024-01-15,186.095,186.0898,186.1001,186.0898,219,-1,0.0103,40753.67
2024-01-15 09:53:55.061327,AAPL,2024-01-15,186.1004,186.0953,186.1055,186.1055,130,1,0.0102,24193.72
2024-01-15 09:53:56.061370,AAPL,2024-01-15,186.0956,186.0905,186.1007,186.0905,130,-1,0.0102,24191.76
2024-01-15 09:53:57.061412,AAPL,2024-01-15,186.1266,186.1215,186.1317,186.1317,213,1,0.0102,39646.05
2024-01-15 09:53:58.061455,AAPL,2024-01-15,186.136,186.1309,186.1412,186.1309,515,-1,0.0102,95857.42
2024-01-15 09:53:59.061498,AAPL,2024-01-15,186.1502,186.1451,186.1553,186.1553,130,1,0.0102,24200.19
2024-01-15 09:54:00.061541,AAPL,2024-01-15,186.163,186.1578,186.1681,186.1681,466,1,0.0102,86754.32
2024-01-15 09:54:01.061583,AAPL,2024-01-15,186.1856,186.1804,186.1907,186.1804,130,-1,0.0102,24203.46
2024-01-15 09:54:02.061626,AAPL,2024-01-15,186.189,186.1839,186.1942,186.1942,318,1,0.0102,59209.74
2024-01-15 09:54:03.061669,AAPL,2024-01-15,186.1641,186.1589,186.1692,186.1589,319,-1,0.0102,59384.7
2024-01-15 09:54:04.061712,AAPL,2024-01-15,186.1718,186.1666,186.1769,186.1666,377,-1,0.0102,70184.82
2024-01-15 09:54:05.061754,AAPL,2024-01-15,186.1592,186.1541,186.1644,186.1541,130,-1,0.0102,24200.03
2024-01-15 09:54:06.061797,AAPL,2024-01-15,186.1491,186.1439,186.1542,186.1439,130,-1,0.0102,24198.71
2024-01-15 09:54:07.061840,AAPL,2024-01-15,186.1603,186.1552,186.1655,186.1655,464,1,0.0102,86380.77
2024-01-15 09:54:08.061882,AAPL,2024-01-15,186.1842,186.179,186.1893,186.179,130,-1,0.0102,24203.28
2024-01-15 09:54:09.061925,AAPL,2024-01-15,186.1846,186.1794,186.1897,186.1794,139,-1,0.0102,25878.94
2024-01-15 09:54:10.061968,AAPL,2024-01-15,186.1905,186.1854,186.1956,186.1956,790,1,0.0102,147094.55
2024-01-15 09:54:11.062011,AAPL,2024-01-15,186.2232,186.2181,186.2284,186.2181,297,-1,0.0102,55306.78
2024-01-15 09:54:12.062053,AAPL,2024-01-15,186.2279,186.2228,186.233,186.2228,348,-1,0.0102,64805.52
2024-01-15 09:54:13.062096,AAPL,2024-01-15,186.2779,186.2728,186.283,186.2728,427,-1,0.0102,79538.47
2024-01-15 09:54:14.062139,AAPL,2024-01-15,186.2888,186.2836,186.2939,186.2939,415,1,0.0102,77311.96
2024-01-15 09:54:15.062182,AAPL,2024-01-15,186.2549,186.2498,186.26,186.2498,254,-1,0.0102,47307.45
2024-01-15 09:54:16.062224,AAPL,2024-01-15,186.2694,186.2643,186.2745,186.2745,129,1,0.0102,24029.41
2024-01-15 09:54:17.062267,AAPL,2024-01-15,186.2767,186.2716,186.2818,186.2716,2224,-1,0.0102,414268.03
2024-01-15 09:54:18.062310,AAPL,2024-01-15,186.3015,186.2964,186.3066,186.3066,205,1,0.0102,38192.86
2024-01-15 09:54:19.062353,AAPL,2024-01-15,186.3144,186.3093,186.3195,186.3195,337,1,0.0102,62789.69
2024-01-15 09:54:20.062395,AAPL,2024-01-15,186.3118,186.3066,186.3169,186.3066,368,-1,0.0102,68560.85
2024-01-15 09:54:21.062438,AAPL,2024-01-15,186.2883,186.2831,186.2934,186.2831,168,-1,0.0102,31295.57
2024-01-15 09:54:22.062481,AAPL,2024-01-15,186.2842,186.2791,186.2894,186.2791,184,-1,0.0102,34275.36
2024-01-15 09:54:23.062524,AAPL,2024-01-15,186.2679,186.2628,186.273,186.273,853,1,0.0102,158890.89
2024-01-15 09:54:24.062566,AAPL,2024-01-15,186.2568,186.2517,186.2619,186.2517,142,-1,0.0102,26447.74
2024-01-15 09:54:25.062609,AAPL,2024-01-15,186.2681,186.263,186.2732,186.263,361,-1,0.0102,67240.93
2024-01-15 09:54:26.062652,AAPL,2024-01-15,186.3001,186.295,186.3052,186.295,531,-1,0.0102,98922.64
2024-01-15 09:54:27.062694,AAPL,2024-01-15,186.3077,186.3026,186.3128,186.3128,218,1,0.0102,40616.19
2024-01-15 09:54:28.062737,AAPL,2024-01-15,186.2847,186.2796,186.2899,186.2899,240,1,0.0102,44709.57
2024-01-15 09:54:29.062780,AAPL,2024-01-15,186.2933,186.2882,186.2984,186.2882,558,-1,0.0102,103948.79
2024-01-15 09:54:30.062823,AAPL,2024-01-15,186.3162,186.3111,186.3213,186.3213,232,1,0.0102,43226.55
2024-01-15 09:54:31.062865,AAPL,2024-01-15,186.3045,186.2994,186.3096,186.2994,129,-1,0.0102,24032.62
2024-01-15 09:54:32.062908,AAPL,2024-01-15,186.302,186.2968,186.3071,186.3071,864,1,0.0102,160969.31
2024-01-15 09:54:33.062951,AAPL,2024-01-15,186.3022,186.2971,186.3074,186.2971,129,-1,0.0102,24032.33
2024-01-15 09:54:34.062994,AAPL,2024-01-15,186.2872,186.2821,186.2923,186.2821,307,-1,0.0102,57188.6
2024-01-15 09:54:35.063036,AAPL,2024-01-15,186.2996,186.2945,186.3047,186.2945,129,-1,0.0102,24031.99
2024-01-15 09:54:36.063079,AAPL,2024-01-15,186.2973,186.2922,186.3024,186.3024,171,1,0.0102,31857.71
2024-01-15 09:54:37.063122,AAPL,2024-01-15,186.3053,186.3002,186.3105,186.3002,182,-1,0.0102,33906.64
2024-01-15 09:54:38.063165,AAPL,2024-01-15,186.2883,186.2832,186.2934,186.2832,297,-1,0.0102,55326.12
2024-01-15 09:54:39.063207,AAPL,2024-01-15,186.28,186.2748,186.2851,186.2748,129,-1,0.0102,24029.46
2024-01-15 09:54:40.063250,AAPL,2024-01-15,186.2938,186.2887,186.2989,186.2989,1267,1,0.0102,236040.71
2024-01-15 09:54:41.063293,AAPL,2024-01-15,186.2867,186.2815,186.2918,186.2815,263,-1,0.0102,48992.05
2024-01-15 09:54:42.063336,AAPL,2024-01-15,186.3197,186.3146,186.3248,186.3146,524,-1,0.0102,97628.85
2024-01-15 09:54:43.063378,AAPL,2024-01-15,186.3121,186.307,186.3172,186.3172,256,1,0.0102,47697.2
2024-01-15 09:54:44.063421,AAPL,2024-01-15,186.3164,186.3113,186.3215,186.3113,575,-1,0.0102,107128.97
2024-01-15 09:54:45.063464,AAPL,2024-01-15,186.3342,186.3291,186.3393,186.3393,129,1,0.0102,24037.77
2024-01-15 09:54:46.063506,AAPL,2024-01-15,186.3071,186.302,186.3122,186.302,146,-1,0.0102,27200.09
2024-01-15 09:54:47.063549,AAPL,2024-01-15,186.2734,186.2683,186.2785,186.2683,169,-1,0.0102,31479.34
2024-01-15 09:54:48.063592,AAPL,2024-01-15,186.2442,186.2391,186.2493,186.2493,168,1,0.0102,31289.88
2024-01-15 09:54:49.063635,AAPL,2024-01-15,186.2683,186.2632,186.2735,186.2735,391,1,0.0102,72832.92
2024-01-15 09:54:50.063677,AAPL,2024-01-15,186.2578,186.2527,186.2629,186.2527,413,-1,0.0102,76922.36
2024-01-15 09:54:51.063720,AAPL,2024-01-15,186.3067,186.3016,186.3118,186.3118,243,1,0.0102,45273.77
2024-01-15 09:54:52.063763,AAPL,2024-01-15,186.2959,186.2908,186.301,186.301,248,1,0.0102,46202.66
2024-01-15 09:54:53.063806,AAPL,2024-01-15,186.2995,186.2943,186.3046,186.3046,1826,1,0.0102,340192.13
2024-01-15 09:54:54.063848,AAPL,2024-01-15,186.3289,186.3238,186.334,186.334,335,1,0.0102,62421.9
2024-01-15 09:54:55.063891,AAPL,2024-01-15,186.3673,186.3622,186.3724,186.3724,129,1,0.0102,24042.04
2024-01-15 09:54:56.063934,AAPL,2024-01-15,186.4067,186.4016,186.4118,186.4118,479,1,0.0102,89291.24
2024-01-15 09:54:57.063977,AAPL,2024-01-15,186.4297,186.4246,186.4349,186.4349,404,1,0.0102,75319.68
2024-01-15 09:54:58.064019,AAPL,2024-01-15,186.4493,186.4442,186.4544,186.4442,654,-1,0.0102,121934.51
2024-01-15 09:54:59.064062,AAPL,2024-01-15,186.4606,186.4555,186.4657,186.4555,417,-1,0.0102,77751.95
2024-01-15 09:55:00.064105,AAPL,2024-01-15,186.4755,186.4704,186.4806,186.4806,129,1,0.0102,24056.0
2024-01-15 09:55:01.064148,AAPL,2024-01-15,186.465,186.4599,186.4701,186.4599,527,-1,0.0102,98264.35
2024-01-15 09:55:02.064190,AAPL,2024-01-15,186.4493,186.4442,186.4544,186.4442,279,-1,0.0102,52017.94
2024-01-15 09:55:03.064233,AAPL,2024-01-15,186.4493,186.4442,186.4544,186.4544,597,1,0.0102,111313.27
2024-01-15 09:55:04.064276,AAPL,2024-01-15,186.446,186.4409,186.4511,186.4409,892,-1,0.0102,166305.31
2024-01-15 09:55:05.064318,AAPL,2024-01-15,186.4374,186.4323,186.4425,186.4323,234,-1,0.0102,43625.15
2024-01-15 09:55:06.064361,AAPL,2024-01-15,186.4507,186.4456,186.4558,186.4558,521,1,0.0102,97143.46
2024-01-15 09:55:07.064404,AAPL,2024-01-15,186.4689,186.4638,186.474,186.474,591,1,0.0102,110206.13
2024-01-15 09:55:08.064447,AAPL,2024-01-15,186.4706,186.4655,186.4757,186.4757,293,1,0.0102,54637.38
2024-01-15 09:55:09.064489,AAPL,2024-01-15,186.4988,186.4937,186.5039,186.4937,1239,-1,0.0102,231065.65
2024-01-15 09:55:10.064532,AAPL,2024-01-15,186.477,186.4719,186.4821,186.4821,596,1,0.0102,111143.33
2024-01-15 09:55:11.064575,AAPL,2024-01-15,186.4733,186.4682,186.4784,186.4682,161,-1,0.0102,30021.38
2024-01-15 09:55:12.064618,AAPL,2024-01-15,186.4596,186.4545,186.4647,186.4545,318,-1,0.0102,59292.54
2024-01-15 09:55:13.064660,AAPL,2024-01-15,186.4241,186.4189,186.4292,186.4292,515,1,0.0102,96011.01
2024-01-15 09:55:14.064703,AAPL,2024-01-15,186.4225,186.4174,186.4276,186.4276,1202,1,0.0102,224085.95
2024-01-15 09:55:15.064746,AAPL,2024-01-15,186.4202,186.4151,186.4253,186.4253,424,1,0.0102,79044.31
2024-01-15 09:55:16.064789,AAPL,2024-01-15,186.449,186.4439,186.4541,186.4541,326,1,0.0102,60784.03
2024-01-15 09:55:17.064831,AAPL,2024-01-15,186.461,186.4559,186.4661,186.4661,710,1,0.0102,132390.94
2024-01-15 09:55:18.064874,AAPL,2024-01-15,186.4415,186.4364,186.4466,186.4364,216,-1,0.0102,40270.26
2024-01-15 09:55:19.064917,AAPL,2024-01-15,186.4768,186.4717,186.4819,186.4717,129,-1,0.0102,24054.85
2024-01-15 09:55:20.064960,AAPL,2024-01-15,186.5001,186.495,186.5052,186.5052,454,1,0.0102,84673.35
2024-01-15 09:55:21.065002,AAPL,2024-01-15,186.5112,186.5061,186.5163,186.5061,190,-1,0.0102,35436.15
2024-01-15 09:55:22.065045,AAPL,2024-01-15,186.5068,186.5017,186.5119,186.5119,2271,1,0.0102,423568.62
2024-01-15 09:55:23.065088,AAPL,2024-01-15,186.4886,186.4835,186.4937,186.4937,315,1,0.0102,58745.51
2024-01-15 09:55:24.065130,AAPL,2024-01-15,186.4815,186.4764,186.4866,186.4764,455,-1,0.0102,84846.76
2024-01-15 09:55:25.065173,AAPL,2024-01-15,186.5022,186.4971,186.5073,186.5073,155,1,0.0102,28908.63
2024-01-15 09:55:26.065216,AAPL,2024-01-15,186.5381,186.533,186.5432,186.533,711,-1,0.0102,132624.95
2024-01-15 09:55:27.065259,AAPL,2024-01-15,186.5674,186.5623,186.5725,186.5623,252,-1,0.0102,47013.71
2024-01-15 09:55:28.065301,AAPL,2024-01-15,186.5581,186.553,186.5632,186.553,234,-1,0.0102,43653.41
2024-01-15 09:55:29.065344,AAPL,2024-01-15,186.5368,186.5317,186.5419,186.5419,237,1,0.0102,44210.44
2024-01-15 09:55:30.065387,AAPL,2024-01-15,186.5395,186.5344,186.5446,186.5446,129,1,0.0102,24064.26
2024-01-15 09:55:31.065430,AAPL,2024-01-15,186.5059,186.5008,186.511,186.511,210,1,0.0102,39167.31
2024-01-15 09:55:32.065472,AAPL,2024-01-15,186.512,186.5069,186.5171,186.5069,399,-1,0.0102,74416.27
2024-01-15 09:55:33.065515,AAPL,2024-01-15,186.5092,186.5041,186.5143,186.5041,129,-1,0.0102,24059.03
2024-01-15 09:55:34.065558,AAPL,2024-01-15,186.5004,186.4953,186.5055,186.4953,584,-1,0.0102,108913.24
2024-01-15 09:55:35.065601,AAPL,2024-01-15,186.4701,186.465,186.4752,186.465,208,-1,0.0102,38784.71
2024-01-15 09:55:36.065643,AAPL,2024-01-15,186.4798,186.4747,186.4849,186.4747,314,-1,0.0102,58553.07
2024-01-15 09:55:37.065686,AAPL,2024-01-15,186.4697,186.4646,186.4748,186.4646,129,-1,0.0102,24053.93
2024-01-15 09:55:38.065729,AAPL,2024-01-15,186.4475,186.4424,186.4526,186.4526,308,1,0.0102,57427.39
2024-01-15 09:55:39.065772,AAPL,2024-01-15,186.3929,186.3878,186.398,186.3878,129,-1,0.0102,24044.03
2024-01-15 09:55:40.065814,AAPL,2024-01-15,186.3924,186.3873,186.3975,186.3873,193,-1,0.0102,35972.75
2024-01-15 09:55:41.065857,AAPL,2024-01-15,186.4261,186.421,186.4311,186.4311,129,1,0.0102,24049.62
2024-01-15 09:55:42.065900,AAPL,2024-01-15,186.4576,186.4525,186.4627,186.4525,129,-1,0.0102,24052.37
2024-01-15 09:55:43.065942,AAPL,2024-01-15,186.4489,186.4438,186.454,186.4438,226,-1,0.0102,42136.3
2024-01-15 09:55:44.065985,AAPL,2024-01-15,186.4375,186.4324,186.4426,186.4324,206,-1,0.0102,38405.07
2024-01-15 09:55:45.066028,AAPL,2024-01-15,186.4464,186.4413,186.4515,186.4413,523,-1,0.0102,97508.8
2024-01-15 09:55:46.066071,AAPL,2024-01-15,186.4274,186.4223,186.4325,186.4325,129,1,0.0102,24049.8
2024-01-15 09:55:47.066113,AAPL,2024-01-15,186.4332,186.4281,186.4383,186.4383,246,1,0.0102,45863.81
2024-01-15 09:55:48.066156,AAPL,2024-01-15,186.4477,186.4426,186.4528,186.4528,237,1,0.0102,44189.31
2024-01-15 09:55:49.066199,AAPL,2024-01-15,186.471,186.4659,186.4761,186.4659,178,-1,0.0102,33190.93
2024-01-15 09:55:50.066242,AAPL,2024-01-15,186.4691,186.464,186.4742,186.4742,129,1,0.0102,24055.17
2024-01-15 09:55:51.066284,AAPL,2024-01-15,186.4652,186.4601,186.4703,186.4703,623,1,0.0102,116171.0
2024-01-15 09:55:52.066327,AAPL,2024-01-15,186.4486,186.4435,186.4537,186.4435,1328,-1,0.0102,247596.93
2024-01-15 09:55:53.066370,AAPL,2024-01-15,186.4329,186.4278,186.438,186.438,129,1,0.0102,24050.5
2024-01-15 09:55:54.066413,AAPL,2024-01-15,186.4286,186.4235,186.4337,186.4337,129,1,0.0102,24049.95
2024-01-15 09:55:55.066455,AAPL,2024-01-15,186.4356,186.4305,186.4406,186.4406,129,1,0.0102,24050.84
2024-01-15 09:55:56.066498,AAPL,2024-01-15,186.4529,186.4478,186.458,186.458,205,1,0.0102,38223.88
2024-01-15 09:55:57.066541,AAPL,2024-01-15,186.4376,186.4326,186.4427,186.4427,704,1,0.0102,131255.69
2024-01-15 09:55:58.066584,AAPL,2024-01-15,186.4659,186.4608,186.471,186.471,393,1,0.0102,73283.11
2024-01-15 09:55:59.066626,AAPL,2024-01-15,186.4608,186.4557,186.4659,186.4659,227,1,0.0102,42327.75
2024-01-15 09:56:00.066669,AAPL,2024-01-15,186.4604,186.4553,186.4655,186.4655,260,1,0.0102,48481.02
2024-01-15 09:56:01.066712,AAPL,2024-01-15,186.4462,186.4412,186.4513,186.4513,198,1,0.0102,36917.36
2024-01-15 09:56:02.066754,AAPL,2024-01-15,186.4003,186.3952,186.4054,186.3952,465,-1,0.0102,86673.79
2024-01-15 09:56:03.066797,AAPL,2024-01-15,186.4171,186.412,186.4222,186.4222,513,1,0.0102,95634.57
2024-01-15 09:56:04.066840,AAPL,2024-01-15,186.431,186.4259,186.4361,186.4259,412,-1,0.0102,76807.48
2024-01-15 09:56:05.066883,AAPL,2024-01-15,186.4257,186.4206,186.4308,186.4308,129,1,0.0102,24049.57
2024-01-15 09:56:06.066925,AAPL,2024-01-15,186.427,186.4219,186.4321,186.4321,260,1,0.0102,48472.33
2024-01-15 09:56:07.066968,AAPL,2024-01-15,186.4367,186.4316,186.4418,186.4418,221,1,0.0102,41203.64
2024-01-15 09:56:08.067011,AAPL,2024-01-15,186.4072,186.4021,186.4123,186.4021,570,-1,0.0102,106249.19
2024-01-15 09:56:09.067054,AAPL,2024-01-15,186.3972,186.3921,186.4022,186.4022,312,1,0.0102,58157.5
2024-01-15 09:56:10.067096,AAPL,2024-01-15,186.4122,186.4071,186.4173,186.4071,402,-1,0.0102,74935.65
2024-01-15 09:56:11.067139,AAPL,2024-01-15,186.3885,186.3834,186.3935,186.3834,172,-1,0.0102,32057.94
2024-01-15 09:56:12.067182,AAPL,2024-01-15,186.394,186.3889,186.3991,186.3991,546,1,0.0102,101773.91
2024-01-15 09:56:13.067225,AAPL,2024-01-15,186.3684,186.3633,186.3734,186.3633,691,-1,0.0102,128777.03
2024-01-15 09:56:14.067267,AAPL,2024-01-15,186.3772,186.3721,186.3823,186.3823,128,1,0.0102,23856.93
2024-01-15 09:56:15.067310,AAPL,2024-01-15,186.3765,186.3714,186.3816,186.3816,128,1,0.0102,23856.84
2024-01-15 09:56:16.067353,AAPL,2024-01-15,186.346,186.3409,186.3511,186.3511,474,1,0.0102,88330.41
2024-01-15 09:56:17.067396,AAPL,2024-01-15,186.368,186.3629,186.3731,186.3731,224,1,0.0102,41747.57
2024-01-15 09:56:18.067438,AAPL,2024-01-15,186.3541,186.349,186.3592,186.3592,586,1,0.0102,109206.49
2024-01-15 09:56:19.067481,AAPL,2024-01-15,186.3388,186.3337,186.3439,186.3337,311,-1,0.0102,57949.79
2024-01-15 09:56:20.067524,AAPL,2024-01-15,186.3426,186.3375,186.3477,186.3477,448,1,0.0102,83483.76
2024-01-15 09:56:21.067566,AAPL,2024-01-15,186.3643,186.3592,186.3694,186.3592,141,-1,0.0102,26276.65
2024-01-15 09:56:22.067609,AAPL,2024-01-15,186.3451,186.34,186.3502,186.3502,337,1,0.0102,62800.01
2024-01-15 09:56:23.067652,AAPL,2024-01-15,186.3463,186.3412,186.3514,186.3412,338,-1,0.0102,62983.32
2024-01-15 09:56:24.067695,AAPL,2024-01-15,186.3544,186.3493,186.3594,186.3594,148,1,0.0102,27581.2
2024-01-15 09:56:25.067737,AAPL,2024-01-15,186.3674,186.3624,186.3725,186.3624,573,-1,0.0102,106785.64
2024-01-15 09:56:26.067780,AAPL,2024-01-15,186.3708,186.3657,186.3759,186.3657,128,-1,0.0102,23854.81
2024-01-15 09:56:27.067823,AAPL,2024-01-15,186.3639,186.3588,186.3689,186.3689,304,1,0.0102,56656.16
2024-01-15 09:56:28.067866,AAPL,2024-01-15,186.3482,186.3432,186.3533,186.3533,128,1,0.0102,23853.23
2024-01-15 09:56:29.067908,AAPL,2024-01-15,186.3499,186.3448,186.3549,186.3549,128,1,0.0102,23853.43
2024-01-15 09:56:30.067951,AAPL,2024-01-15,186.3296,186.3246,186.3347,186.3347,566,1,0.0102,105465.45
2024-01-15 09:56:31.067994,AAPL,2024-01-15,186.2746,186.2695,186.2796,186.2796,128,1,0.0102,23843.79
2024-01-15 09:56:32.068037,AAPL,2024-01-15,186.2828,186.2777,186.2879,186.2777,128,-1,0.0102,23843.55
2024-01-15 09:56:33.068079,AAPL,2024-01-15,186.2998,186.2947,186.3049,186.3049,409,1,0.0102,76198.71
2024-01-15 09:56:34.068122,AAPL,2024-01-15,186.2553,186.2502,186.2604,186.2502,128,-1,0.0102,23840.03
2024-01-15 09:56:35.068165,AAPL,2024-01-15,186.2362,186.2312,186.2413,186.2413,580,1,0.0102,108019.97
2024-01-15 09:56:36.068208,AAPL,2024-01-15,186.2479,186.2428,186.253,186.2428,430,-1,0.0102,80084.42
2024-01-15 09:56:37.068250,AAPL,2024-01-15,186.2867,186.2816,186.2918,186.2918,137,1,0.0102,25521.97
2024-01-15 09:56:38.068293,AAPL,2024-01-15,186.2871,186.282,186.2922,186.2922,563,1,0.0102,104882.48
2024-01-15 09:56:39.068336,AAPL,2024-01-15,186.2734,186.2683,186.2784,186.2784,128,1,0.0102,23843.64
2024-01-15 09:56:40.068378,AAPL,2024-01-15,186.2699,186.2648,186.275,186.275,374,1,0.0102,69666.85
2024-01-15 09:56:41.068421,AAPL,2024-01-15,186.2958,186.2907,186.3009,186.2907,128,-1,0.0102,23845.21
2024-01-15 09:56:42.068464,AAPL,2024-01-15,186.2836,186.2786,186.2887,186.2786,168,-1,0.0102,31294.8
2024-01-15 09:56:43.068507,AAPL,2024-01-15,186.2686,186.2635,186.2737,186.2635,177,-1,0.0102,32968.64
2024-01-15 09:56:44.068549,AAPL,2024-01-15,186.2595,186.2544,186.2646,186.2544,716,-1,0.0102,133358.18
2024-01-15 09:56:45.068592,AAPL,2024-01-15,186.2416,186.2365,186.2466,186.2365,171,-1,0.0102,31846.44
2024-01-15 09:56:46.068635,AAPL,2024-01-15,186.2439,186.2388,186.249,186.249,240,1,0.0101,44699.75
2024-01-15 09:56:47.068678,AAPL,2024-01-15,186.2745,186.2694,186.2795,186.2795,180,1,0.0101,33530.31
2024-01-15 09:56:48.068720,AAPL,2024-01-15,186.2805,186.2755,186.2856,186.2856,128,1,0.0101,23844.56
2024-01-15 09:56:49.068763,AAPL,2024-01-15,186.2758,186.2707,186.2809,186.2809,128,1,0.0101,23843.95
2024-01-15 09:56:50.068806,AAPL,2024-01-15,186.2703,186.2652,186.2754,186.2652,329,-1,0.0101,61281.26
2024-01-15 09:56:51.068849,AAPL,2024-01-15,186.2409,186.2358,186.246,186.246,250,1,0.0101,46561.49
2024-01-15 09:56:52.068891,AAPL,2024-01-15,186.2575,186.2524,186.2626,186.2524,473,-1,0.0101,88097.4
2024-01-15 09:56:53.068934,AAPL,2024-01-15,186.256,186.251,186.2611,186.2611,210,1,0.0101,39114.83
2024-01-15 09:56:54.068977,AAPL,2024-01-15,186.2526,186.2476,186.2577,186.2476,217,-1,0.0101,40415.72
2024-01-15 09:56:55.069020,AAPL,2024-01-15,186.3127,186.3076,186.3177,186.3076,474,-1,0.0101,88309.8
2024-01-15 09:56:56.069062,AAPL,2024-01-15,186.3183,186.3132,186.3234,186.3234,190,1,0.0101,35401.44
2024-01-15 09:56:57.069105,AAPL,2024-01-15,186.3042,186.2991,186.3092,186.2991,128,-1,0.0101,23846.28
2024-01-15 09:56:58.069148,AAPL,2024-01-15,186.2961,186.2911,186.3012,186.2911,506,-1,0.0101,94263.28
2024-01-15 09:56:59.069190,AAPL,2024-01-15,186.3177,186.3126,186.3228,186.3126,149,-1,0.0101,27760.58
2024-01-15 09:57:00.069233,AAPL,2024-01-15,186.3198,186.3148,186.3249,186.3249,269,1,0.0101,50121.4
2024-01-15 09:57:01.069276,AAPL,2024-01-15,186.2928,186.2878,186.2979,186.2878,155,-1,0.0101,28874.6
2024-01-15 09:57:02.069319,AAPL,2024-01-15,186.3101,186.305,186.3152,186.3152,128,1,0.0101,23848.34
2024-01-15 09:57:03.069361,AAPL,2024-01-15,186.2975,186.2925,186.3026,186.2925,128,-1,0.0101,23845.44
2024-01-15 09:57:04.069404,AAPL,2024-01-15,186.3327,186.3276,186.3378,186.3276,336,-1,0.0101,62606.09
2024-01-15 09:57:05.069447,AAPL,2024-01-15,186.353,186.3479,186.3581,186.3479,128,-1,0.0101,23852.53
2024-01-15 09:57:06.069490,AAPL,2024-01-15,186.3446,186.3395,186.3497,186.3497,725,1,0.0101,135103.51
2024-01-15 09:57:07.069532,AAPL,2024-01-15,186.3686,186.3636,186.3737,186.3636,585,-1,0.0101,109022.69
2024-01-15 09:57:08.069575,AAPL,2024-01-15,186.3699,186.3648,186.375,186.375,128,1,0.0101,23856.0
